smiles, karl_weight
[*]C1CCCS1,40
[*]=C1CS(=[*])(=[*])CC1=[*],40
[*]C1=CC([*])CCC1,36
[*]C1CN([*])CN1[*],32
[*]C1OC1([*])[*],20
[*]C1OC(=[*])C(=[*])C([*])C1[*],38
[*]C1CCSC1=[*],40
[*]C1=NN([*])C([*])=C([*])C1=[*],38
[*][N+]1=CCNC1=[*],32
[*]N1CC(=[*])NC1=[*],32
[*]c1cnco1,33
[*]C1C[NH+]([*])CCN1[*],38
[*]C1=CN([*])NC1[*],32
[*]C1NN([*])C(=[*])C(=[*])N1[*],39
[*]C1N([*])C(=[*])C(=[*])C(=[*])C(=[*])C1([*])[*],43
[*]C1C=CC([*])([*])O1,32
[*]C1=CC(=[*])C([*])=CN1,37
[*]C1CC2CCC1[NH+]2[*],43
[*]C1CC([*])C(=[*])C(=[*])O1,38
[*]C1C([*])[NH+]([*])CCN1[*],38
[*]C1=CC(=[*])C(=[*])CC1,36
[*]C1=C([*])C([*])([*])C([*])=C([*])O1,38
[*]C1=CC([*])OC1=[*],32
[*]N1CCCCCCCC1,55
[*]N1C(=[*])C(=[*])C(=[*])C(=[*])N[P+]1([*])[*],53
[*]C1=[NH+]CCS1,41
[*]CO[*],14
[*]C1=CC([*])([*])N([*])C(=[*])C1=[*],37
[*]C1=C([*])C([*])([*])OC1,32
[*]C1N([*])C(=[*])SC1([*])[*],41
[*]C1=NC([*])=C([*])C([*])N1,38
[*]C1CCNC([*])([*])C[NH+]1[*],44
[*]C1=NN([*])C([*])([*])S1,42
[*]C1N=NNN1[*],34
[*]C1OCC(=[*])C1=[*],32
[*]C1CC([*])([*])CS1,40
[*]N1C(=[*])NCC1([*])[*],32
[*]C1=NOC(=[*])N1[*],34
[*]C1=CN=NC1=[*],32
[*]=C=C,12
[*][NH+]1CCCNC(=[*])C1=[*],44
[*]C1OC(=[*])C([*])N1[*],33
[*]C1=NC([*])=C([*])C(=[*])NC1[*],44
[*]C1=[NH+]CC([*])CN1[*],38
[*]C1NC(=[*])C([*])C(=[*])C1=[*],37
[*]C1N([*])CCC(=[*])N1[*],38
[*]ON([*])[*],15
[*]C([*])[PH2]=[*],21
[*]C1C([*])N([*])N([*])C1[*],32
[*]C1([*])CCC[NH2+]1,31
[*]C1=NC(=[*])C([*])C([*])[N-]1,38
[*]c1c([*])n([*])c(=[*])c1=[*],31
[*]S(=[*])(=[*])Cl,33
[*]=C1C[NH2+]CCOC1=[*],45
[*]C1=CC([*])([*])C(=[*])N1[*],31
[*]N1C(=[*])NC(=[*])C1([*])[*],32
[*]C1C[NH+]([*])CC[NH2+]1,38
[*]C1=C([*])C([*])([*])C([*])O1,32
[*]C1=CC(=[*])N=N1,32
[*]N1CCCCC1,37
[*]C1C[NH+]([*])C1[*],25
[*][NH+]1CCCNC(=[*])C1([*])[*],44
[*]C1=NC([*])=C([*])C(=[*])[N-]1,38
[*]C1NCC=[N+]1[*],32
[*]C1C(=[*])N([*])C(=[*])C1[*],31
[*]NC,13
[*]N1C[NH+]([*])CN([*])C1=[*],39
[*]C1=C([*])C(=[*])NCCC1,43
[*]c1nn([*])nc1[*],33
[*]C1COCCN([*])C1,45
[*]C1=[NH+]C([*])N([*])C([*])=C1[*],38
[*]C1OC(=[*])C(=[*])C(=[*])C1[*],38
[*]C1=C([*])N([*])C=NC1=[*],38
[*]C1=NS(=[*])(=[*])N=C1[*],42
[*]c1ncc([*])[n+]([*])c1[*],38
[*]N1CC2CCC(C1)N2[*],50
[*]C12CN3CN(C[NH+](C3)C1)C2,63
[*]N1C2C=CC(N1[*])C([*])([*])C2([*])[*],50
[*]C1=NOC(=[*])C(=[*])N1,40
[*]=c1nccnc1=[*],38
[*]C1=CN([*])C=C([*])C1=[*],37
[*]C1=CC(=[*])CC([*])([*])C1([*])[*],36
[*]C1NCCN([*])C1[*],38
[*]C1([*])OP([*])(=[*])OC(=[*])C1=[*],49
[*]C1=CC(=[*])C(=[*])CC1=[*],36
[*]C12CC(NC(=[*])N1)C1COC2O1,72
[*]C1=C([*])C([*])([*])CC1[*],30
[*]C1CC2CC(CCC1=[*])C2,54
[*]C1C([*])C([*])([*])N([*])C(=[*])N1[*],38
[*]C1=CNC(=[*])C([*])=C1[*],37
[*]C1=C([*])C([*])[NH2+]C1[*],31
[*]C1CCCCC[NH+]([*])C1[*],49
[*]C1=NC([*])SC1,41
[*]C1=CC(=[*])N([*])C=C1[*],37
[*]C1CCCCCC1,42
[*]S(=[*])(=[*])N,23
[*]C1=CNC([*])C([*])N=C1[*],44
[*]C1CCC(=[*])CC1,36
[*]C1CSCCC1([*])[*],46
[*]C1=[NH+]C(=[*])C(=[*])CN1[*],38
[*]N1CCSC1([*])[*],41
[*]N1CC[NH+]([*])CCC1=[*],44
[*]C1=NC(=[*])NC([*])=C1[*],38
[*]C1N([*])C(=[*])C(=[*])S1(=[*])=[*],41
[*]C1CCC([*])CC1,36
[*]C1CC(=[*])C(=[*])C(=[*])O1,38
[*]C1CC(=[*])NC(=[*])C1,37
[*]C1=NC(=[*])C([*])C([*])N1[*],38
[*]C1=[NH+]CN([*])CN1[*],39
[*]C1=C([*])C([*])OCC1,38
[*]C([*])([*])C,12
[*]N([*])[NH3+],14
[*]C1=CCC(=[*])N=C1[*],37
[*]c1cncnc1,38
[*]C1CC([*])([*])C1([*])[*],24
[*]C1=C([*])C([*])N([*])CO1,39
[*]C1CCOC1[*],32
[*]=C1NC(=[*])C(=[*])S1,41
[*]C1([*])CC([*])([*])C1,24
[*]C([*])Br,41
[*]C1CN([*])C([*])C[NH2+]1,38
[*]C1([*])OC(=[*])C([*])([*])C(=[*])O1,40
[*]C[NH+]([*])[*],13
[*]C1=NC(=[*])N([*])C(=[*])C1([*])[*],38
[*]C1=NC(=[*])C(=[*])C(=[*])N([*])C1[*],44
[*]C1CC(=[*])C(=[*])C(=[*])C1[*],36
[*]C1CC(=[*])CC1([*])[*],30
[*]C1=C([*])C(=[*])NCC1,37
[*]C1=CC(=[*])C([*])([*])C([*])C1[*],36
[*]C1CC([*])[NH+]([*])C1[*],31
[*]C1C(=[*])CCN([*])C1([*])[*],37
[*]C1CN([*])CC(=[*])N([*])C1,44
[*][N+]12CN3CN(CN(C3)C1)C2,64
[*]C1=COC(=[*])C([*])=C1[*],38
[*]C1CCC(=[*])C(=[*])NC1=[*],43
[*]C1OC(=[*])C(=[*])C(=[*])N1[*],39
[*]C1=[NH+]C([*])=C([*])C(=[*])S1,47
[*]C1[NH2+]C([*])C([*])([*])S1,41
[*]c1nnc([*])c(=[*])c1=[*],38
[*]C1OCC([*])C([*])O1,40
[*]C1CNC(=[*])C(=[*])NC1,44
[*]C1=C([*])N([*])C(=[*])NC1[*],38
[*]C1=C([*])SCC1,40
[*][NH+]1C2CCC1C(=[*])C(=[*])C2,49
[*]C1=CC([*])ON1,33
[*]C1=CC([*])([*])C=CC1=[*],36
[*]C1CN([*])C([*])C([*])C1=[*],37
[*]C1=NC(=[*])C([*])C([*])=C1[*],37
[*]C1C(=[*])C(=[*])C(=[*])N([*])C1([*])[*],37
[*]C1CC(=[*])C(=[*])S1,40
[*]C1OC1[*],20
[*]N1CC(=[*])N([*])C([*])([*])C1,38
[*]C1=NC([*])([*])CC([*])=[NH+]1,38
[*]C1CC(=[*])C(=[*])OC1=[*],38
[*]C1=C([*])C2CC([*])(N1)OC(=[*])C2=[*],57
[*]C1C(=[*])C([*])([*])C([*])C1[*],30
[*]N1C(=[*])C(=[*])N([*])N([*])C1=[*],39
[*]C1C([*])([*])CCC1([*])[*],30
[*]C1C(=[*])C(=[*])OC(=[*])C1=[*],38
[*]c1c([*])n([*])c(=[*])c1=[*],31
[*]c1nnc([*])nn1,40
[*]C1=CC([*])C([*])([*])C([*])=C1[*],36
[*]N1C(=[*])C(=[*])OC(=[*])C(=[*])C1=[*],45
[*]C1=C([*])C(=[*])N([*])C(=[*])C1=[*],37
[*]c1nnc[n-]1,33
[*]N1CC(=[*])C(=[*])C1=[*],31
[*]C1C=NN([*])C1[*],32
[*]C1CCCOCC1,44
[*]C1C(=[*])C(=[*])C([*])C(=[*])C1=[*],36
[*]C1CCOCC1,38
[*]C1CCOC([*])O1,40
[*]C1=C([*])OC(=[*])C(=[*])C1,38
[*]C1=C([*])C([*])C([*])([*])C(=[*])N1,37
[*]C1=CC([*])SC1,40
[*]C1N2CC3([*])CN1CC([*])(C2)C3=[*],62
[*]c1nnco1,34
[*]C1=NC(=[*])C(=[*])C([*])N1[*],38
[*]C1C(=[*])C(=[*])CC(=[*])N1[*],37
[*]C1NN([*])C(=[*])O1,34
[*]c1cn([*])nn1,33
[*]C1C(=[*])N([*])C(=[*])C(=[*])N1[*],38
[*]C1=NC2([*])OC(=[*])C(=[*])C(C2[*])N1[*],58
[*]C1=CC=C([*])C([*])=CC1=[*],42
[*]C1CN([*])C(=[*])NC1=[*],38
[*]C1=NCCS(=[*])(=[*])N1[*],48
[*]C1=NC(=[*])C([*])N1[*],32
[*]C1N([*])CC[NH+]1[*],32
[*]C1=CC(=[*])NC=C1,37
[*]C1C([*])([*])C(=[*])C(=[*])N([*])C1([*])[*],37
[*][NH+]1CCCC(=[*])C(=[*])C1,43
[*]N1CC2CC1CC2=[*],43
[*]C1COC([*])C([*])[NH2+]1,39
[*]C1NC(=[*])C[NH+]([*])C1[*],38
[*]C1([*])NC(=[*])C(=[*])C(=[*])O1,39
[*]c1c([*])[n+]([*])cn1[*],32
[*]C1CC([*])([*])C([*])C([*])C1[*],36
[*]C1=CC([*])=C([*])OC1[*],38
[*]C1=CC([*])([*])N([*])C([*])=C1[*],37
[*]C1CC([*])([*])C(=[*])O1,32
[*]N1CC2CCN1CC2,50
[*][NH+]1CCNC(=[*])CC1,44
[*]C1=NC(=[*])CC([*])C1[*],37
[*]C1CC([*])C([*])C1,30
[*]C1NC(=[*])C(=[*])CO1,39
[*]C1=C([*])C(=[*])C([*])OC(=[*])C1=[*],44
[*]C1CC2CCC1[NH2+]2,43
[*][NH+]1CCC(=[*])C(=[*])C1,37
[*]C1=C([*])C([*])N([*])C(=[*])CS1,53
[*]C1C2C(=[*])C(=[*])C(C(=[*])C2=[*])C1[*],48
[*]C(=[*])[CH2-],12
[*]C1CC([*])([*])ON1,33
[*]C1=C([*])C(=[*])NN=N1,39
[*]C1CN([*])C(=[*])CN1[*],38
[*]C1=C([*])OCCN([*])C1,45
[*]N1CC[NH2+]CC1([*])[*],38
[*]C1CC([*])CN([*])C1,37
[*][NH+]1CCNCC1,38
[*]C1COC([*])C1[*],32
[*]c1nnn([*])c1[*],33
[*]C1=CC=CC(=[*])C1[*],36
[*]C1[NH2+]CCCN([*])C1=[*],44
[*]C1=C([*])C([*])C(=[*])C=C1,36
[*]c1cc([*])nc([*])c1,37
[*]C1C=CS(=[*])(=[*])C1,40
[*][PH](=[*])[O-],23
[*]C1C(=[*])C(=[*])C1[*],24
[*]C1=NC([*])=[NH+]C1[*],32
[*]C1=NCC(=[*])N([*])C([*])=C1[*],44
[*]C1C([*])C1[*],18
[*]C([*])([*])N=[*],13
[*]C1([*])CCC([*])([*])C(=[*])C1=[*],36
[*]C1=CC([*])=C([*])NC1=[*],37
[*]=C1N=COC(=[*])C(=[*])C1=[*],45
[*]C=N,13
[*]C([*])=O,14
[*]C1=CCC=CC1[*],36
[*]C1=C([*])C([*])([*])CCC1=[*],36
[*]C1=C([*])N([*])S(=[*])(=[*])C1=[*],41
[*]C1=C([*])C([*])CC([*])([*])C1,36
[*]C1C(=[*])N([*])CCCN1[*],44
[*]C1=C([*])C([*])OC1=[*],32
[*]c1oc(=[*])c(=[*])c1[*],32
[*]C1=NNC([*])([*])C1[*],32
[*]C1([*])C=CC=CC1,36
[*]C1=C([*])C(=[*])C(=[*])C(=[*])O1,38
[*]C1N=NC(=[*])N1[*],33
[*]C1=NC(=[*])C(=[*])CCC1[*],43
[*]C1CSC(=[*])C(=[*])O1,48
[*]C1CC(=[*])C([*])C([*])S1,46
[*]SN([*])[*],23
[*]C1CC(=[*])CC[NH2+]1,37
[*]C1=CC([*])C(=[*])N([*])C1=[*],37
[*]C1=CC(=[*])C=CN1,37
[*]c1[nH+]c(=[*])c(=[*])c([*])c1[*],37
[*]N1NN=NC1=[*],34
[*][n+]1cccc(=[*])c1=[*],37
[*]C1=C([*])C([*])C([*])=C([*])O1,38
[*]C1=C([*])N=NC1,32
[*]C1=NSN=C([*])C1=[*],48
[*][NH+]1CC(=[*])C(=[*])C1,31
[*]NS[*],23
[*]N1N=CN=NC1=[*],40
[*]C1=CC=CC(=[*])C1([*])[*],36
[*]C1SC([*])C([*])S1,50
[*]N1CCCC(=[*])C1=[*],37
[*]c1cccc([*])n1,37
[*]c1csc(=[*])c1=[*],40
[*]C1C=CCN1[*],31
[*]N1CCS(=[*])CC1,47
[*]C1=C([*])C([*])C([*])C1,30
[*]C1C[NH2+]C([*])CN1,38
[*][NH+]1CC[NH2+]CC1([*])[*],38
[*]N1C(=[*])C2CCC1C2,43
[*]C1=CC([*])=NC([*])N1[*],38
[*]C1CC(=[*])C(=[*])N([*])C1[*],37
[*]N1CC2CCC(CC1=[*])N2[*],56
[*]C1([*])CCCOC1,38
[*][NH+]1C2CCNCC1CC2,56
[*]N1C=CC(=[*])C(=[*])C1=[*],37
[*]c1[nH+]c([*])c([*])c([*])c1[*],37
[*]C1=NNC(=[*])C([*])=C1[*],38
[*]C1=NN([*])C([*])SC1,48
[*]CC,12
[*]C1([*])CCC[NH2+]CC1,43
[*]c1cn([*])cn1,32
[*]C12CCC(C(=[*])C1=[*])C2([*])[*],42
[*]C1([*])CCC(=[*])OC1([*])[*],38
[*]C1CCCNC(=[*])C1,43
[*]C1OCC([*])N([*])C1[*],39
[*]=C[O-],14
[*]C1N=[NH+]C(=[*])N1,33
[*]C1C[NH+]([*])C([*])CC1=[*],37
[*]c1cc[n+]([*])cc1[*],37
[*]C1C[NH2+]C([*])C([*])S(=[*])(=[*])C1,53
[*]C1=CC([*])N=N1,32
[*]C1=NC([*])N([*])C1([*])[*],32
[*]c1c[nH+]c(=[*])c(=[*])c1[*],37
[*]c1ccc[nH+]c1[*],37
[*]C1=NC(=[*])N([*])CN1,39
[*]N1C(=[*])C([*])([*])C([*])([*])C1=[*],31
[*]C1=CCC[NH+]([*])C1,37
[*][NH+]1CCC([*])([*])C1,31
[*]c1c([*])c([*])c([*])c([*])c1[*],36
[*]N1CNC(=[*])NC1,39
[*]c1[nH+]n([*])c([*])c1[*],32
[*]c1cnsn1,42
[*]C1C(=[*])N([*])C(=[*])C([*])C1[*],37
[*]C1NN([*])C([*])C1[*],32
[*]C1C[NH+]([*])CCCN1,44
[*]C1C(=[*])N([*])C1[*],25
[*]C1=CC([*])([*])CC1([*])[*],30
[*]C1=NC([*])([*])C([*])S1,41
[*][N-][NH+]([*])[*],14
[*]C1C=[N+]([*])C(=[*])S1,41
[*]C1=NC([*])C([*])=N1,32
[*]N1C(=[*])CC(=[*])C(=[*])C1=[*],37
[*]C1=C([*])C([*])C([*])=C([*])N1,37
[*]C1=C([*])C(=[*])OC([*])CCCC(=[*])CCCC=C1,86
[*]SC=[*],22
[*]C([*])N,13
[*]c1cnnc([*])n1,39
[*]C1=CC(=[*])N=CN1[*],38
[*]C1CCC([*])C([*])([*])C1=[*],36
[*]c1ccnc([*])[n+]1[*],38
[*]C1[NH+]2CCC(CC2)C1([*])[*],49
[*]C1NC(=[*])CN([*])C1=[*],38
[*]C1CC([*])C([*])([*])C1([*])[*],30
[*]C1CC[NH2+]CC1[*],37
[*]C1CC2CCC1([*])CC2([*])[*],48
[*]c1c([*])c([*])n([*])c1[*],31
[*]N=[N+]=[*],14
[*]c1cc(=[*])c(=[*])c(=[*])c1=[*],36
[*]c1cnnc([*])n1,39
[*]C1CCCC[NH2+]C1,43
[*]C1=NN=C([*])SC1,48
[*]N1C(=[*])CC([*])([*])CC1=[*],37
[*]C1=NC(=[*])NC(=[*])C1=[*],38
[*]N1C(=[*])C(=[*])S(=[*])(=[*])N([*])C1=[*],48
[*]C1C([*])C2([*])C=CC1([*])CC2,48
[*]C1CC(=[*])NC1[*],31
[*]C1=NC(=[*])C([*])C([*])C([*])=N1,44
[*]C1CCCC(=[*])N1,37
[*]C1CCC[NH+]([*])C1([*])[*],37
[*]C1CCCCC1,36
[*]C1CC[N+](=[*])CC1,37
[*]C1=C([*])NC([*])([*])CC(=[*])N1,44
[*]CI,59
[*]C1CN([*])C([*])CN1[*],38
[*]C([*])([*])S([*])(=[*])=[*],22
[*]C1=NC(=[*])C(=[*])N([*])C([*])C1[*],44
[*]C1([*])OCC(=[*])C1=[*],32
[*]C1=C([*])C[NH2+]CC1,37
[*]c1ccnc([*])c1,37
[*]N1N=CC(=[*])NC1=[*],39
[*]C1=NC(=[*])NC(=[*])C1[*],38
[*]C1=C([*])C(=[*])C(=[*])S(=[*])(=[*])N1,47
[*]C1=NC(=[*])C(=[*])C([*])N1,38
[*]C1C=CCC([*])C1,36
[*]C1([*])NC(=[*])SC1=[*],41
[*]C1CC([*])C([*])([*])CC1[*],36
[*]=C1CCC(=[*])OCCCCO1,64
[*]C1=CN([*])C(=[*])C=C1,37
[*]C1CCCCC1=[*],36
[*]C1=NC([*])([*])C([*])C([*])=N1,38
[*]S(=[*])N,23
[*]C1CC([*])([*])C([*])([*])C1([*])[*],30
[*]c1ccccc1[*],36
[*]C1=NCCC([*])=C1[*],37
[*]C1=NC(=[*])SC1[*],41
[*]C1CCN([*])C(=[*])C(=[*])S1,53
[*]=C1CC(=[*])NC(=[*])C(=[*])N1,44
[*]SP([*])([*])=[*],31
[*]C1=CC([*])=[O+]C1=[*],32
[*]N1CCOC(=[*])C(=[*])C1=[*],45
[*]C1COC(=[*])C1,32
[*]C1C(=[*])NC2([*])OC(=[*])C(=[*])C1C2[*],57
[*]C1=CC([*])=C([*])C(=[*])N1[*],37
[*]N1C(=[*])CN([*])S(=[*])(=[*])C(=[*])C1=[*],54
[*]C1=NN([*])C(=[*])N1,33
[*]C1CN([*])C(=[*])C(=[*])S1,47
[*][NH+]1CC([*])([*])C([*])([*])C1,31
[*]C1=C([*])C[N+]([*])([*])CC1,37
[*]C1CC(=[*])N([*])C(=[*])C1,37
[*]C1=NNC(=[*])N([*])C1=[*],39
[*]C1OC(=[*])C(=[*])OC1([*])[*],40
[*]C1=C([*])C([*])([*])CC([*])C1[*],36
[*][N+]([*])=O,15
[*]C1([*])NC(=[*])C(=[*])S(=[*])(=[*])N1,48
[*]=C1CCOC(=[*])C(=[*])C1=[*],44
[*]C1NNC([*])S1,42
[*]C1CCC(=[*])N([*])C1,37
[*]C1NC(=[*])NC1=[*],32
[*]c1cc([*])c([*])[nH+]c1[*],37
[*]C1N=NN([*])C1[*],33
[*]C1CCCSC(=[*])C1=[*],52
[*]c1ccno1,33
[*]N1CCCC([*])([*])CC1,43
[*]C1C=CC([*])([*])C1[*],30
[*]C1=CC2CC(C1)C2([*])[*],42
[*]C1=NCCO1,33
[*]C1=CCC([*])C([*])([*])C1[*],36
[*]C1CNCCO1,39
[*]C1=C([*])C([*])CC([*])C1,36
[*]C1=C([*])C2([*])CC([*])(O1)C([*])=C([*])O2,58
[*]C1C([*])([*])SC1([*])[*],34
[*]C1=NC([*])=C([*])C([*])C1,37
[*]C1=CC([*])([*])NC(=[*])C1=[*],37
[*]C1=NCC(=[*])N1[*],32
[*]C1CCC([*])([*])CC1[*],36
[*]C1CC2([*])C(=[*])C(=[*])C1([*])C(=[*])C2=[*],48
[*]C1=NOC([*])([*])C1[*],33
[*]OC,14
[*]C1OC([*])([*])OC1([*])[*],34
[*]C1CN([*])NC1[*],32
[*]N1CC(=[*])N([*])C1=[*],32
[*]=C1SCCS1,50
[*]C1=CCCCC1([*])[*],36
[*]C1([*])CCOCC1,38
[*]C1=C([*])C(=[*])C(=[*])OC1,38
[*]C1=NC(=[*])CC([*])N1,38
[*]C1=CC(=[*])NC(=[*])N1[*],38
[*]C1CC[NH2+]C([*])C1[*],37
[*]C1CC[N+]([*])([*])C1[*],31
[*]S([*])(=[*])=S,32
[*]N1C(=[*])C(=[*])NC([*])([*])C1=[*],38
[*]C1CCCCC(=[*])N([*])C1([*])[*],49
[*]C1CC([*])C([*])([*])N1[*],31
[*]=C1C(=[*])C(=[*])S(=[*])(=[*])C(=[*])C1=[*],46
[*]C([*])[NH+]([*])[*],13
[*]c1nc(=[*])c(=[*])c([*])c1[*],37
[*]C1=C([*])C([*])C([*])C1=[*],30
[*]C1([*])C=CC(=[*])C1=[*],30
[*]C([*])=C([*])[*],12
[*]C1NNC([*])[NH+]1[*],33
[*]C1([*])C(=[*])CC2CC1C2([*])[*],42
[*]N1C=CN([*])C1=[*],32
[*]=C1OCCOCCOCCOCCOC1=[*],100
[*]c1nnnc([*])c1[*],39
[*]C1C(=[*])CCC([*])([*])C1([*])[*],36
[*]c1ncon1,34
[*]C1=CC2([*])CC1CCC2[*],48
[*][NH+]1CCC[NH+]([*])CC1,44
[*]C1CC(=[*])NCCN1[*],44
[*]C1C=CSC(=[*])N1[*],47
[*]c1ccn([*])c1,31
[*]N1CC(=[*])C(=[*])OCC1=[*],45
[*]C1=NC(=[*])N([*])C(=[*])N1,39
[*]C1=CC([*])([*])S(=[*])S1,50
[*]C1=CC(=[*])C([*])C([*])C1([*])[*],36
[*]C1=C([*])C([*])SC1=[*],40
[*]C1C([*])([*])NC(=[*])OC1([*])[*],39
[*]C1NC(=[*])C(=[*])SC1[*],47
[*]N1CCCC1=[*],31
[*]C1=CC([*])CC([*])O1,38
[*]C1CCCN([*])N1[*],38
[*]N([*])Cl,24
[*]=C1NCCCCCNC(=[*])C(=[*])OCC[NH2+]CCOC1=[*],115
[*]C1=C([*])C([*])C([*])([*])C([*])=C1[*],36
[*]C1NC(=[*])C(=[*])N([*])C1=[*],38
[*]C1=CN([*])NN1,33
[*]N1CC[NH+]=CC(=[*])C1=[*],44
[*]C1=CC=C([*])C([*])=C([*])C1=[*],42
[*]=C1CCCCC(=[*])C(=[*])C(=[*])N1,55
[*]C([*])([*])N,13
[*]C1COC(=[*])O1,34
[*]C1=C([*])C(=[*])C(=[*])S(=[*])(=[*])C1,46
[*]c1cc([*])c([*])c([*])c1[*],36
[*]N1C(=[*])SC([*])([*])C1=[*],41
[*]=N[O-],15
[*]C1CN([*])C([*])([*])C1=[*],31
[*]C1=NC(=[*])C(=[*])CC1,37
[*]C1CC(=[*])C(=[*])N1,31
[*]C1=CC(=[*])N([*])C([*])=N1,38
[*]C1=NC=NC([*])C1=[*],38
[*]c1ncn([*])n1,33
[*][N+]1([*])CC(=[*])C(=[*])C1,31
[*]c1nnsc1[*],42
[*]c1ccc([*])s1,40
[*]C1C(=[*])C1[*],18
[*]C1C=CC([*])O1,32
[*]C1=CC([*])([*])C([*])=C([*])O1,38
[*]C1S(=[*])(=[*])CCCS1(=[*])=[*],56
[*]C1CNC(=[*])N1[*],32
[*]C1CCC([*])C([*])([*])C([*])([*])C1[*],42
[*]C1=CC([*])C([*])CC1([*])[*],36
[*]C1([*])SC(=[*])C(=[*])C1=[*],40
[*]C1=CC2CC([*])C1[NH+]([*])C2,49
[*]C1([*])CC2([*])CC([*])(C1)C(=[*])NC2=[*],55
[*]C1=NC=CN([*])C1=[*],38
[*]c1cc([*])[nH+]c([*])n1,38
[*]C1=C([*])C([*])C([*])C1=[*],30
[*]C1=NN([*])CC([*])P1([*])=[*],47
[*]=c1ccccc1=[*],36
[*]c1cc[nH+]c([*])n1,38
[*]C1CCCC(=[*])C1[*],36
[*]C1C[NH+]([*])CN1[*],32
[*]C1NN([*])C(=[*])N1[*],33
[*]C1C=CCC1,30
[*]C1CCCOC1,38
[*]C1=NC([*])N([*])C([*])C1,38
[*]C1=NN([*])C([*])N([*])C1=[*],39
[*]C([*])([*])[NH+]=[*],13
[*]C1=NN([*])C([*])N([*])N1,40
[*]C1=CC=CC=CC1[*],42
[*]=c1[n-]c(=[*])c(=[*])c1=[*],31
[*]C1=C([*])C(=[*])CC1,30
[*]c1ncsc1[*],41
[*][NH+]1CCOCC1,39
[*]C1=C([*])C(=[*])N=N1,32
[*]C1C2COC(O2)C([*])C1[*],52
[*]C1=CC([*])N([*])C(=[*])C1=[*],37
[*]c1cnc(=[*])[n+](=[*])c1[*],38
[*]C1=C([*])[NH+]2CCC1CC2,49
[*]C1=NC([*])=C([*])C(=[*])O1,39
[*]C1=CC2C(=[*])N([*])C1C([*])C2[*],49
[*]N1CCOCC1([*])[*],39
[*]=C1COCC(=[*])C1=[*],38
[*]C1C=CN=[NH+]1,32
[*]N1CN([*])C(=[*])N([*])C1,39
[*]N1CCC([*])([*])C[N+]1([*])[*],38
[*]C1N([*])CCC1([*])[*],31
[*]c1c([*])c(=[*])c(=[*])c(=[*])c1=[*],36
[*]C[PH+]([*])[*],21
[*]N1CC([*])([*])SC(=[*])C1=[*],47
[*]C1N([*])CC(=[*])N1[*],32
[*]C1([*])CNCC[NH2+]1,38
[*][NH2+]N=[*],14
[*]C1C(=[*])C(=[*])CC[NH+]1[*],37
[*]C1=CC(=[*])CC([*])C1,36
[*]C1C(=[*])C([*])C([*])([*])C([*])([*])C1=[*],36
[*]c1c[nH+]c([*])[nH]1,32
[*]S(=[*])(=[*])C=[*],22
[*]C1=CC(=[*])N([*])C([*])=C1[*],37
[*]C1CC2CCCC(C1)N2[*],55
[*]C1=[NH+]C([*])ON1,34
[*]c1n[nH]c(=[*])c1=[*],32
[*]C1CC([*])C([*])C([*])([*])C([*])C1[*],42
[*]C(=[*])[S+]([*])[*],22
[*]N1C(=[*])C=NC(=[*])C1=[*],38
[*]C1=CC([*])CC([*])C1[*],36
[*]C1([*])C(=[*])CCC1=[*],30
[*]C1=C([*])C(=[*])OS1,42
[*]C1CC([*])([*])C(=[*])OC2CCN([*])CC=C(COC(=[*])C1([*])[*])C2=[*],107
[*]C1=CCCCCC1[*],42
[*]c1cc([*])c([*])c([*])[nH+]1,37
[*]C1C(=[*])N([*])C(=[*])CN1[*],38
[*]C1NC(=[*])C(=[*])N([*])C1[*],38
[*]C1=NC(=[*])C([*])=C1[*],31
[*]C1C=CC([*])([*])CC1,36
[*][N+](=[*])C,13
[*]C1C(=[*])C(=[*])CSC(=[*])C1=[*],52
[*]C1=COC=CC1=[*],38
[*]C1CC([*])([*])[NH2+]C1[*],31
[*][NH+]1C=CC(=[*])C=C1,37
[*]C1=NC(=[*])C(=[*])N([*])C1[*],38
[*]C1=C([*])NC(=[*])CCC1,43
[*]C1C2C=CC(CC2)C1[*],48
[*]N1CCSC(=[*])C1=[*],47
[*]c1cn[nH]n1,33
[*]C1CC([*])N([*])N1,32
[*]C1=C([*])C([*])C([*])CC1,36
[*]N1NC(=[*])C(=[*])SC1=[*],48
[*]C1=NN([*])SC1=[*],42
[*]=C1[N-]C(=[*])C(=[*])NC1=[*],38
[*]C1C=CC=CN1[*],37
[*]C1=C([*])C([*])([*])C(=[*])C(=[*])N1,37
[*]N1CC(=[*])N([*])C(=[*])C1,38
[*]N1CCC(=[*])NC(=[*])C1=[*],44
[*]C1=C([*])C(=[*])N([*])C(=[*])O1,39
[*]C1=C([*])C(=[*])OC(=[*])N1,39
[*]C1CC(=[*])C([*])C1,30
[*]C1CCNC(=[*])C1,37
[*]N1CC[NH+]([*])C([*])([*])C1=[*],38
[*]c1ncnc([*])n1,39
[*]C1CCCC([*])[NH+]([*])C1,43
[*][N+](=[*])[O-],15
[*]C1C(=[*])C(=[*])OC1([*])[*],32
[*]=CC=[*],12
[*]=C1CCCC1,30
[*]C1OCC([*])([*])N([*])C1=[*],39
[*]C1=NC([*])C([*])NC1[*],38
[*]c1cc([*])c(=[*])c(=[*])c1,36
